	14182.21508	   0.05642	[mu,kappa]: [(25.66164,35.14210),9.57199]
	13743.23316	   0.05468	[mu,kappa]: [(137.69235,303.50841),18.36313]
	3223.20980	   0.01283	[mu,kappa]: [(92.65715,53.46580),6.96638]
	22517.93478	   0.08959	[mu,kappa]: [(49.11552,319.15157),10.86116]
	20038.89683	   0.07973	[mu,kappa]: [(69.14623,65.91331),9.21793]
	12126.35996	   0.04825	[mu,kappa]: [(102.11668,298.76918),12.84459]
	12255.36031	   0.04876	[mu,kappa]: [(96.37777,298.30265),11.52662]
	15345.64759	   0.06105	[mu,kappa]: [(147.93875,311.21893),16.95513]
	11255.99956	   0.04478	[mu,kappa]: [(159.83489,359.82616),21.30399]
	10176.14338	   0.04049	[mu,kappa]: [(102.98656,297.56255),12.47517]
	3144.45674	   0.01251	[mu,kappa]: [(123.44258,57.35164),8.20608]
	3403.83534	   0.01354	[mu,kappa]: [(103.36086,56.51217),7.07909]
	28123.55644	   0.11189	[mu,kappa]: [(95.55847,311.45656),44.47114]
	23965.07640	   0.09535	[mu,kappa]: [(37.87326,85.85748),109.53277]
	13475.12251	   0.05361	[mu,kappa]: [(146.12887,309.15255),16.81914]
	1485.03042	   0.00591	[mu,kappa]: [(56.85283,38.91634),5.39847]
	12356.77566	   0.04916	[mu,kappa]: [(119.59337,300.97656),24.27914]
	12064.77446	   0.04800	[mu,kappa]: [(100.80877,298.63675),12.44081]
	6503.05647	   0.02587	[mu,kappa]: [(147.39792,52.95465),15.49094]
	11959.31512	   0.04758	[mu,kappa]: [(114.13515,299.78161),19.69249]
