0	1.17567e+06
1	1.17567e+06
2	1.17566e+06
3	1.17563e+06
4	1.17558e+06
5	1.17547e+06
6	1.17525e+06
7	1.1748e+06
8	1.17398e+06
9	1.17261e+06
10	1.17075e+06
11	1.16878e+06
12	1.16706e+06
13	1.16548e+06
14	1.16367e+06
15	1.16143e+06
16	1.15905e+06
17	1.15741e+06
18	1.15658e+06
19	1.15606e+06
20	1.15559e+06
21	1.15504e+06
22	1.15438e+06
23	1.1537e+06
24	1.15317e+06
25	1.15284e+06
26	1.15264e+06
27	1.15246e+06
28	1.15222e+06
29	1.15181e+06
30	1.15108e+06
31	1.14977e+06
32	1.14767e+06
33	1.14527e+06
34	1.14373e+06
35	1.14297e+06
36	1.14244e+06
37	1.14195e+06
38	1.14151e+06
39	1.14118e+06
40	1.14096e+06
41	1.14079e+06
42	1.14065e+06
43	1.14051e+06
44	1.14036e+06
45	1.14017e+06
46	1.13994e+06
47	1.13967e+06
48	1.13935e+06
49	1.13899e+06
50	1.1386e+06
51	1.1382e+06
52	1.1378e+06
53	1.13745e+06
54	1.13717e+06
55	1.13696e+06
56	1.13683e+06
57	1.13675e+06
58	1.1367e+06
59	1.13668e+06
60	1.13666e+06
61	1.13665e+06
62	1.13664e+06
63	1.13663e+06
64	1.13663e+06
65	1.13663e+06
66	1.13663e+06
67	1.13663e+06
68	1.13662e+06
