0	1.11763e+06
1	1.11639e+06
2	1.11031e+06
3	1.08702e+06
4	1.05162e+06
5	1.03864e+06
6	1.03563e+06
7	1.03425e+06
8	1.03292e+06
9	1.03129e+06
10	1.02932e+06
11	1.02709e+06
12	1.02463e+06
13	1.02191e+06
14	1.01853e+06
15	1.01467e+06
16	1.01172e+06
17	1.00952e+06
18	1.00747e+06
19	1.00571e+06
20	1.00429e+06
21	1.00321e+06
22	1.0023e+06
23	1.00152e+06
24	1.00091e+06
25	1.00046e+06
26	1.0001e+06
27	999783
28	999484
29	999199
30	998949
31	998749
32	998577
33	998396
34	998178
35	997931
36	997720
37	997585
38	997502
