	   392.580	     0.002	[mu,kappa]: [(131.088,81.692),61.114]
	   578.023	     0.003	[mu,kappa]: [(38.203,2.211),44.761]
	  1801.704	     0.009	[mu,kappa]: [(98.988,311.523),63.963]
	  2367.583	     0.011	[mu,kappa]: [(119.391,273.905),116.166]
	   963.660	     0.005	[mu,kappa]: [(85.003,316.709),105.346]
	   919.176	     0.004	[mu,kappa]: [(61.625,55.036),31.267]
	   540.849	     0.003	[mu,kappa]: [(56.873,309.706),21.788]
	   699.857	     0.003	[mu,kappa]: [(36.860,309.617),106.218]
	  3944.675	     0.019	[mu,kappa]: [(150.001,273.661),160.689]
	   419.345	     0.002	[mu,kappa]: [(39.145,323.839),18.353]
	  1223.859	     0.006	[mu,kappa]: [(36.290,71.960),35.354]
	   616.637	     0.003	[mu,kappa]: [(97.900,65.654),29.110]
	  1563.683	     0.007	[mu,kappa]: [(66.989,71.412),162.956]
	   494.115	     0.002	[mu,kappa]: [(12.109,320.577),21.088]
	   500.134	     0.002	[mu,kappa]: [(34.129,334.505),22.779]
	   848.289	     0.004	[mu,kappa]: [(56.023,32.643),73.088]
	  3920.349	     0.019	[mu,kappa]: [(143.754,318.165),62.636]
	  1752.255	     0.008	[mu,kappa]: [(175.628,332.097),81.599]
	   806.708	     0.004	[mu,kappa]: [(70.360,294.974),50.468]
	  3553.626	     0.017	[mu,kappa]: [(162.696,276.769),148.300]
	  1104.922	     0.005	[mu,kappa]: [(42.264,70.494),37.653]
	  1804.837	     0.009	[mu,kappa]: [(51.748,81.785),114.120]
	  3741.482	     0.018	[mu,kappa]: [(127.403,309.394),47.958]
	 15456.736	     0.073	[mu,kappa]: [(39.913,88.600),1189.933]
	  4229.566	     0.020	[mu,kappa]: [(39.256,86.784),225.251]
	   409.824	     0.002	[mu,kappa]: [(42.214,321.211),18.696]
	   773.329	     0.004	[mu,kappa]: [(70.088,40.735),79.647]
	  1930.341	     0.009	[mu,kappa]: [(23.422,81.971),104.353]
	   537.040	     0.003	[mu,kappa]: [(61.459,299.963),21.474]
	  2215.715	     0.010	[mu,kappa]: [(21.875,93.467),516.012]
	   444.086	     0.002	[mu,kappa]: [(23.138,20.329),19.850]
	  1122.599	     0.005	[mu,kappa]: [(7.770,310.159),136.044]
	   875.415	     0.004	[mu,kappa]: [(49.457,274.724),101.669]
	  1333.572	     0.006	[mu,kappa]: [(15.964,98.458),451.969]
	  2018.719	     0.010	[mu,kappa]: [(51.339,81.849),118.872]
	  3038.204	     0.014	[mu,kappa]: [(156.822,20.161),29.783]
	  3625.899	     0.017	[mu,kappa]: [(34.566,90.393),764.281]
	  4227.941	     0.020	[mu,kappa]: [(31.504,90.501),733.265]
	   421.699	     0.002	[mu,kappa]: [(40.001,323.024),18.421]
	  2210.512	     0.010	[mu,kappa]: [(153.731,341.921),90.243]
	  2584.728	     0.012	[mu,kappa]: [(26.601,91.448),640.100]
	  1123.433	     0.005	[mu,kappa]: [(69.813,275.036),107.929]
	  6679.543	     0.032	[mu,kappa]: [(45.667,86.260),848.726]
	   448.072	     0.002	[mu,kappa]: [(17.122,12.039),21.745]
	  1588.738	     0.008	[mu,kappa]: [(86.345,275.052),107.120]
	   582.269	     0.003	[mu,kappa]: [(32.389,338.965),29.182]
	   526.117	     0.002	[mu,kappa]: [(91.482,87.680),177.507]
	   962.680	     0.005	[mu,kappa]: [(53.396,300.604),61.447]
	   859.161	     0.004	[mu,kappa]: [(97.498,296.270),28.198]
