0	1.585e+06
1	1.55496e+06
2	1.37729e+06
3	1.09332e+06
4	1.01771e+06
5	1.00762e+06
6	1.00327e+06
7	999890
8	995585
9	989788
10	982494
11	973756
12	964431
13	957103
14	952350
15	948588
16	945471
17	942971
18	941140
19	939780
20	938783
21	938018
22	937356
23	936788
24	936317
25	935946
26	935650
27	935387
28	935135
29	934883
30	934617
31	934330
32	934015
33	933665
34	933277
35	932854
36	932408
37	931967
38	931562
39	931212
40	930919
41	930670
42	930451
43	930249
44	930056
45	929864
46	929670
47	929473
48	929276
49	929083
50	928893
51	928702
52	928499
53	928268
54	927999
55	927713
56	927450
57	927229
58	927037
59	926861
60	926694
61	926536
62	926386
63	926243
64	926105
65	925973
66	925845
67	925723
68	925605
69	925491
70	925381
71	925270
72	925159
73	925043
74	924920
75	924786
76	924635
77	924462
78	924257
79	924007
80	923712
81	923399
82	923128
83	922939
84	922821
85	922743
86	922683
87	922631
88	922584
89	922540
90	922498
91	922458
92	922419
93	922382
94	922345
95	922309
96	922274
97	922239
98	922204
99	922170
100	922135
101	922101
102	922065
103	922028
104	921989
105	921949
106	921905
107	921859
108	921809
109	921755
110	921699
111	921641
112	921581
113	921522
114	921464
115	921407
116	921352
117	921299
118	921247
119	921197
120	921150
121	921104
122	921060
123	921019
124	920979
125	920941
126	920905
127	920871
128	920838
129	920807
130	920778
131	920750
132	920723
133	920697
134	920672
135	920648
136	920626
137	920605
138	920584
139	920565
140	920547
141	920529
142	920513
143	920497
144	920483
145	920469
146	920455
147	920442
148	920429
149	920417
150	920405
151	920394
152	920382
153	920371
154	920360
155	920350
156	920340
157	920330
