0	6.44272e+06
1	6.44234e+06
2	6.44122e+06
3	6.43793e+06
4	6.42866e+06
5	6.40588e+06
6	6.36599e+06
7	6.32896e+06
8	6.3104e+06
9	6.30094e+06
10	6.29391e+06
11	6.28713e+06
12	6.27844e+06
13	6.26537e+06
14	6.2476e+06
15	6.22917e+06
16	6.2153e+06
17	6.20658e+06
18	6.20083e+06
19	6.19686e+06
20	6.19396e+06
21	6.19183e+06
22	6.19021e+06
23	6.18881e+06
24	6.18738e+06
25	6.18586e+06
26	6.18434e+06
27	6.18286e+06
28	6.18139e+06
29	6.17989e+06
30	6.17881e+06
31	6.17801e+06
32	6.17729e+06
33	6.17661e+06
34	6.17595e+06
35	6.17531e+06
36	6.17469e+06
37	6.1741e+06
